股票代號,股票名稱,紀念品,股價,市場別,最後買進日
2365,昆盈,全罩頭戴式耳機,35.55,上市,4/8/25
6120,達運,統一商品卡35元,13.85,上市,4/9/25
2493,揚博,蔬果刨刀二入組,103,上市,4/9/25
3673,TPK-KY,全家禮物卡50元,42.8,上市,4/9/25
4533,協易機,統一商品卡35元,22.1,上櫃,4/10/25
4530,宏易,四件式小麥餐具組,12.35,上櫃,4/9/25
5011,久陽,甲魚全沛全方位維他命一片(10粒),10.4,上櫃,4/9/25
6104,創惟,統一商品卡50元,98,上櫃,4/9/25
6223,旺矽,統一商品卡50元,2315,上櫃,4/9/25
6170,統振,電池,49.85,上櫃,4/9/25
3317,尼克森,高露潔輕便組,45.75,上櫃,4/9/25
3540,曜越,統一商品卡35元,29.9,上櫃,4/9/25
5263,智崴,體驗優惠券,93.1,上櫃,4/9/25
6411,晶焱,統一商品卡50元,78.1,上櫃,4/9/25
3567,逸昌,收納袋,25.85,上櫃,4/10/25
3707,漢磊,凱得舒口腔舒適凝露旅行組,49.05,上櫃,4/9/25
3141,晶宏,食器洗滌液,51.7,上櫃,4/9/25
5603,陸海,伊莎貝爾香皂,19,上櫃,4/9/25
3646,艾恩特,統一商品卡35元,25.15,上櫃,4/9/25
3499,環天科,全家禮物卡35元,14.55,上櫃,4/9/25
8048,德勝,全家禮物卡50元,55.7,上櫃,4/9/25
1565,精華,醫之方晶采金盞花葉黃素 30錠,118.5,上櫃,4/9/25
8076,伍豐,統一商品卡100元,22.65,上櫃,4/10/25
3289,宜特,統一商品卡50元,105.5,上櫃,4/10/25
3372,典範,統一商品卡35元,18.85,上櫃,4/10/25
6143,振曜,統一商品卡50元,125,上櫃,4/10/25
4541,晟田,統一商品卡35元,41.1,上櫃,4/9/25
6016,康和證,統一商品卡50元,13.1,上櫃,3/25/25
6517,保勝光學,統一商品卡50元,59.5,上櫃,4/9/25
1785,光洋科,沙威隆抗菌組,63.5,上櫃,4/9/25
5425,台半,宜睿好禮即享券50元,56.1,上櫃,4/16/25
6703,軒郁,膠原飲品,111.5,上櫃,4/9/25
3211,順達,統一商品卡50元,290,上櫃,4/9/25
8088,品安,統一超商商品卡35元,40.9,上櫃,4/9/25
3541,西柏,印金屬桿原子筆 or 莫蘭迪色鋼筆,24,上櫃,4/9/25
5498,凱崴,超淨亮白洗衣精,28.7,上櫃,4/16/25
6683,雍智科技,統一商品卡50元,434,上櫃,4/8/25
3522,御嵿,御嵿集團品牌優惠券,15.05,上櫃,4/9/25
8409,商之器,安妮兔方型一碗一匙,21.2,上櫃,4/16/25
1815,富喬,不鏽鋼玻璃調味罐,85.5,上櫃,4/10/25
6217,中探針,統一商品卡35元,51.1,上櫃,4/16/25
4510,高鋒,統一商品卡50元,41.75,上櫃,4/9/25
4168,醣聯,廚房不鏽鋼料理剪刀,21.5,上櫃,4/9/25
4111,濟生,植萃草本精華油,29.9,上櫃,4/9/25
3430,奇鈦科,全家禮物卡35元,63.9,上櫃,4/9/25
5398,慕康生醫,統一商品卡50元,28.4,上櫃,4/10/25
3526,凡甲,蜂王清新植感草本皂二入盒,244.5,上櫃,4/10/25
8289,泰藝,多功能削皮器,20.3,上櫃,4/9/25
6294,智基,學費旅費兌換券500元,44.35,上櫃,4/16/25
4744,皇將,全家禮物卡50元,30.2,上櫃,4/15/25
3498,陽程,全家禮物卡50元,47.8,上櫃,4/10/25
4160,訊聯基因,Meta Exosome外泌體水光潤澤修護面膜,50,上櫃,4/10/25
4167,松瑞藥,沙威隆經典抗菌皂,17.5,上櫃,4/10/25
7402,邑錡,統一商品卡50元,131.5,上櫃,4/10/25
3095,及成,不銹鋼餐具組,27.65,上櫃,4/15/25
1580,新麥,統一中杯美式咖啡卡,136,上櫃,4/1/25
5609,中菲行,手機環,80.1,上櫃,3/31/25
8064,東捷,統一商品卡35元,44.05,上櫃,3/31/25
3441,聯一光電,數據線收納包或等值商品,39.45,上櫃,3/19/25
6111,大宇資,統一商品卡50元,44.6,上櫃,3/31/25
3176,基亞,收納小包,30.1,上櫃,3/31/25
6274,台燿,全家企業禮贈卡50元(改發統一商品卡50元),430,上櫃,4/16/25
3632,研勤,包裝米,,上櫃,4/15/25
4171,瑞基,宜睿好禮即享券35元,21.1,上櫃,4/9/25
3131,弘塑,香皂或等值商品,1510,上櫃,4/16/25
3306,鼎天,Give U指甲剪刨光套組,49.75,上櫃,4/9/25
3213,茂訊,三入微波保鮮盒,97.4,上櫃,4/9/25
3402,漢科,洗手乳,121.5,上櫃,4/16/25
3466,德晉,全家禮物卡50元,45.2,上櫃,3/13/25
4903,聯光通,常健順暢益生菌,48.2,上櫃,3/4/25
8935,邦泰,法國Luminarc晶鑽浮雕盤,18.55,上櫃,3/31/25
3115,富榮綱,全家禮物卡100元,10.35,上櫃,4/16/25
5227,立凱-KY,統一商品卡50元,25.3,上櫃,3/31/25
4147,中裕,統一商品卡50元,65.5,上櫃,3/31/25
4523,永彰,統一中杯美式咖啡卡,31.6,上櫃,4/16/25
6237,驊訊,統一商品卡50元,42.6,上櫃,4/16/25
6485,點序,統一商品卡50元,68.5,上櫃,4/16/25
6233,旺玖,全家禮物卡35元,21.3,上櫃,3/31/25
6126,信音,三折自動傘(顏色隨機),30.5,上櫃,3/31/25
5210,寶碩,統一商品卡35元,24.1,上櫃,3/31/25
8390,金益鼎,抗菌洗手露1罐,86.2,上櫃,4/16/25
6129,普誠,全家禮物卡50元,14.1,上櫃,4/16/25
3236,千如,木質手機支架,27.2,上櫃,3/31/25
2065,世豐,統一商品卡50元,28.95,上櫃,3/31/25
6218,豪勉,統一商品卡35元,19.85,上櫃,4/15/25
8069,元太,GREEN & SAFE義大利高燃點葵花籽油,187.5,上櫃,3/26/25
6265,方方土昶,仙桃牌購物金500元,19.5,上櫃,4/16/25
4991,環宇-KY,宜睿好禮即享券A35元,170.5,上櫃,3/31/25
2641,正德,統一商品卡35元,20.95,上櫃,3/31/25
6185,幃翔,好無比洗衣精,15.9,上櫃,4/8/25
3527,聚積,保鮮袋1個,57.8,上櫃,4/16/25
4716,大立,蜂王清新植感草本皂二入或等值商品,16.45,上櫃,4/16/25
4749,新應材,統一商品卡50元,806,上櫃,4/16/25
5438,東友,全家中杯美式咖啡卡,21.35,上櫃,3/19/25
5371,中光電,真空包裝米,88.9,上櫃,4/16/25
6588,東典光電,宜睿好禮即享券50元,42.5,上櫃,3/31/25
6530,創威,全家禮物卡100元,66.5,上櫃,3/31/25
5443,均豪,矽膠摺疊杯或等值商品,88.5,上櫃,3/31/25
5490,同亨,統一商品卡50元,27.4,上櫃,4/16/25
6207,雷科,維生素CDE+鋅複方膠囊,48.45,上櫃,4/16/25
5272,笙科,全家禮物卡50元,19.3,上櫃,3/31/25
3360,尚立,旅香咖啡濾掛禮盒,13.45,上櫃,3/26/25
8183,精星,無印風黃麻購物袋,33.8,上櫃,4/16/25
3483,力致,沙威隆經典抗菌皂二入,93.7,上櫃,3/26/25
3624,光頡,伊莎貝爾無患子洗手乳,52,上櫃,4/16/25
6173,信昌電,全家禮物卡35元,67.3,上櫃,4/16/25
3264,欣銓,精修螺絲起子組,94.7,上櫃,3/26/25
6125,廣運,統一商品卡35元,65.9,上櫃,3/26/25
8085,福華,統一商品卡50元,16.9,上櫃,4/16/25
5009,榮剛,甲魚全沛全方位維他命一片(10粒),31.2,上櫃,3/26/25
5452,佶優,全家禮物卡35元,22.3,上櫃,4/15/25
6122,擎邦,修容組,48.4,上櫃,4/15/25
4130,健亞,珪藻環保杯墊,24.55,上櫃,3/26/25
4128,中天,Exosome Essence 2000億外泌體精華液,19.2,上櫃,3/26/25
4105,東洋,創益倍力莓(6入/盒),82.9,上櫃,3/26/25
8403,盛弘,"智醫康寓住宿抵用券1,000元",23.5,上櫃,4/15/25
5481,新華,統一商品卡35元,22.9,上櫃,4/30/25
3438,類比科,統一商品卡50元,53.5,上櫃,3/25/25
4129,聯合,電子行李秤,119,上櫃,4/16/25
4163,鐿鈦,【黃阿瑪聯名】限定筆記本支架或等值商品,91.1,上櫃,4/16/25
4931,新盛力,統一商品卡50元,180,上櫃,4/16/25
5351,鈺創,全家禮物卡50元,39.4,上櫃,4/16/25
6276,安鈦克,統一中杯美式咖啡卡,40,上櫃,4/16/25
6441,廣錠,統一商品卡25元,22.7,上櫃,3/31/25
6248,沛波,常健順暢益生菌(改發甲魚全沛全方位維他命),18.75,上櫃,3/25/25
8092,建暐,口罩一盒,14.3,上櫃,4/16/25
8049,晶采,時尚保溫袋,24.95,上櫃,3/26/25
3689,湧德,三⽤觸控螢光原⼦筆,102,上櫃,3/26/25
8038,長園科,妙管家手提玻璃晶靓杯,42.1,上櫃,4/17/25
1569,濱川,統一商品卡35元,54.5,上櫃,4/16/25
3268,海德威,宜睿好禮即享券A35元,17.8,上櫃,4/17/25
6127,九豪,全家禮物卡35元,28.65,上櫃,4/17/25
6190,萬泰科,萬泰ACT超透氣口罩,42.55,上櫃,3/31/25
6150,撼訊,氣密保鮮罐0.57L,65.3,上櫃,4/17/25
8277,商丞,統一商品卡50元,8.99,上櫃,3/26/25
8916,光隆,統一商品卡50元,49,上櫃,3/26/25
6284,佳邦,統一商品卡35元,78.1,上櫃,4/17/25
8383,千附,統一商品卡50元,40.5,上櫃,3/25/25
8240,華宏,全家禮物卡50元,32.6,上櫃,3/25/25
8431,匯鑽科,統一商品卡50元,54.8,上櫃,4/17/25
3323,加百裕,黃麻環保購物袋 ,39.9,上櫃,4/16/25
6593,台灣銘板,統一商品卡35元,39.65,上櫃,3/25/25
6156,松上,清潔用品,21.8,上櫃,3/25/25
5289,宜鼎,統一商品卡50元,473,上櫃,3/25/25
3548,兆利,統一商品卡50元,89,上櫃,4/16/25
4945,陞達科技,洗潔精一瓶,76.1,上櫃,3/25/25
4973,廣穎電通,妙管家公道先生洗潔精,33.9,上櫃,4/16/25
5439,高技,統一商品卡50元,336.5,上櫃,4/16/25
1784,訊聯,Meta Exosome外泌體水光潤澤修護面膜,99.6,上櫃,4/17/25
3508,位速,統一商品卡50元,22.35,上櫃,4/17/25
5475,德宏,木槳清潔棉,81.3,上櫃,4/17/25
6244,茂迪,優選經典米,17.5,上櫃,4/17/25
8050,廣積,攜帶型手機支架,42.8,上櫃,4/17/25
8299,群聯,全家禮物卡50元,1105,上櫃,3/26/25
8107,大億金茂,全家禮物卡35元,14.15,上櫃,4/17/25
8032,光菱,環保提袋,38.5,上櫃,3/26/25
6788,華景電,精美濾掛咖啡,247,上櫃,3/26/25
6179,亞通,全家禮物卡50元,31.9,上櫃,4/16/25
5483,中美晶,耐熱玻璃盤,103.5,上櫃,3/26/25
6509,聚和,自黏性便條紙,34,上櫃,4/16/25
2734,易飛網,高露潔旅行組,18.5,上櫃,4/23/25
4953,緯軟,全家禮物卡50元,129.5,上櫃,3/26/25
4102,永日,常寶益生菌顆粒包,20.7,上櫃,3/26/25
3078,僑威,450g毛寶洗碗精,69.6,上櫃,4/23/25
3556,禾瑞亞,統一商品卡35元,36.95,上櫃,3/26/25
3484,崧騰,可立式藍芽自拍棒,48.2,上櫃,4/23/25
4909,新復興,統一商品卡35元,40.6,上櫃,4/23/25
6462,神盾,全家禮物卡50元,128.5,上櫃,4/23/25
4971,IET-KY,統一中杯美式咖啡卡,271,上櫃,4/23/25
4979,華星光,統一中杯美式咖啡卡,253.5,上櫃,4/23/25
3693,營邦,統一商品卡50元,267,上櫃,4/23/25
6148,驊宏資,多功能觸控原子筆,41.1,上櫃,4/23/25
1591,駿吉-KY,全家禮物卡50元,49.9,上櫃,4/22/25
3537,堡達,全家禮物卡35元,52,上櫃,4/23/25
6241,易通展,甲魚全沛綜合營養膠囊,11.7,上櫃,3/26/25
6188,廣明,菲蘇德美燕麥潔膚皂二入(80g),103,上櫃,3/26/25
3322,建舜電,統一商品卡35元,13.2,上櫃,3/26/25
3260,威剛,統一商品卡50元,182,上櫃,3/26/25
4513,福裕,統一商品卡50元,17.5,上櫃,4/23/25
6492,生華科,全家禮物卡50元,41.55,上櫃,4/23/25
4114,健喬,發泡錠,31.5,上櫃,3/20/25
6727,亞泰金屬,統一商品卡200元,188,上櫃,4/23/25
5460,同協,抹布,15.05,上櫃,4/22/25
6138,茂達,統一商品卡50元,220,上櫃,4/22/25
6182,合晶,統一商品卡35元,28.35,上櫃,4/22/25
8358,金居,統一商品卡50元,276,上櫃,4/22/25
3128,昇銳,全家禮物卡50元,26.4,上櫃,4/23/25
8936,國統,保溫保冷袋,57.5,上櫃,3/26/25
3325,旭品,統一商品卡50元,18.05,上櫃,4/23/25
3625,西勝,英國熊五合一螺絲工具組,20.6,上櫃,4/23/25
8111,立碁,清淨海檸檬洗衣膠囊,69.1,上櫃,3/26/25
8086,宏捷科,統一商品卡 50元,104,上櫃,3/26/25
6290,良維,折疊環保購物袋,188,上櫃,3/26/25
4721,美琪瑪,統一商品卡50元,68.6,上櫃,4/23/25
6275,元山,濕紙巾(紀念品數量不足時，將提供等值商品),53.4,上櫃,3/26/25
3230,錦明,錦明股東專屬會員卡,40.2,上櫃,4/24/25
6169,昱泉,多功能雙面砧板,19.7,上櫃,4/24/25
5905,南仁湖,小墾丁渡假村300元住宿抵用券,8.92,上櫃,4/23/25
5356,協益,萊爾富超商35元商品卡,24.85,上櫃,3/26/25
8436,大江,至尊膠原面膜限量盲盒,105.5,上櫃,4/23/25
6246,臺龍,初見海洋之星玻璃盤,14.6,上櫃,4/17/25
3520,華盈,全家禮物卡35元,17.55,上櫃,4/23/25
3552,同致,統一商品卡50元,64.6,上櫃,4/24/25
4804,大略-KY,全家禮物卡50元,7.89,上櫃,4/24/25
6261,久元,統一商品卡35元,68.9,上櫃,4/24/25
3390,旭軟,全家禮物卡50元,22.4,上櫃,4/24/25
3227,原相,【Luminarc 20cm晶鑽浮雕白玉深盤】,204.5,上櫃,3/26/25
4174,浩鼎,統一商品卡50元,28.9,上櫃,4/24/25
6419,京晨科,全家禮物卡50元,61.6,上櫃,4/23/25
3081,聯亞,統一商品卡50元,565,上櫃,3/26/25
3710,連展投控,銅離子立體口罩,6.12,上櫃,4/17/25
6186,新潤,7-11商品卡100元,53.1,上櫃,4/28/25
1570,力肯,統一商品卡50元,31.55,上櫃,4/23/25
4939,亞電,全家禮物卡35元,38.3,上櫃,3/19/25
5328,華容,充電式磁吸感應燈,21,上櫃,3/19/25
8054,安國,統一商品卡50元,146.5,上櫃,4/22/25
6470,宇智,真空壓縮衣物收納袋,42.8,上櫃,4/16/25
3615,安可,除霉凝膠,22.9,上櫃,4/17/25
6547,高端疫苗,潔手用品,38.3,上櫃,4/23/25
5478,智冠,MyCard點數卡100點,99.4,上櫃,4/16/25
4735,豪展,統一商品卡50元,31.8,上櫃,4/9/25
4908,前鼎,充電式手電筒,80.7,上櫃,4/23/25
5701,劍湖山,566洗髮露,4.08,上櫃,4/16/25
8099,大世科,超商禮物卡100元,74.7,上櫃,4/15/25
6015,宏遠證,抽屜式快充數據收納組(替品多功能造型工具組)配貨,10.6,上櫃,3/19/25
6593,台灣銘板,統一商品卡35元,39.65,上櫃,6/18/25
8027,鈦昇,統一商品卡50元,104,上櫃,4/9/25
3221,台嘉碩,圓形多功能數據線收納盒(替品LED燈)配貨,20.65,上櫃,3/31/25
8071,能率網通,"""稻回皂""糠碳美容皂(替品奇蹟洗衣膠囊)配貨",17.85,上櫃,4/23/25
6109,亞元,統一商品卡50元,12.2,上櫃,3/25/25
6130,上亞科技,沙威隆經典抗菌皂二入,47.25,上櫃,3/31/25
3118,進階,全家禮物卡35元,32.5,上櫃,3/25/25
6538,倉和,統一商品卡50元,62.6,上櫃,3/26/25
3580,友威科,統一商品卡50元,58.7,上櫃,3/26/25
3521,台鋼建設,滋補強身甲魚全沛(10粒/片)或等值商品,15.45,上櫃,3/27/25
5392,能率,糠炭美容皂,46.5,上櫃,4/17/25
6180,橘子,購物橘子現金抵用券88元(已過使用期限改發替品),52.7,上櫃,4/23/25
3234,光環,收納袋或等值之其他商品,44.6,上櫃,3/26/25
4743,合一,Exosome Essence 2000億外泌體精華液,58.8,上櫃,3/19/25
4138,曜亞,面膜,61.2,上櫃,4/17/25
4173,久裕,面膜,21.35,上櫃,4/16/25
3206,志豐,木製精巧手機座,32.8,上櫃,3/26/25
3490,單井,香皂1組二入,25.1,上櫃,3/26/25
5355,佳總,木漿清潔海棉,6,上櫃,4/9/25
3205,佰研,Biotta百奧維他果汁 1瓶,48.35,上櫃,2/25/25
5512,力麒,老媽拌麵(單包裝),7.98,上櫃,4/17/25
6220,岳豐,環保餐具(改發香皂),26.15,上櫃,4/17/25
8489,三貝德,數位學習課程體驗券,40.2,上櫃,4/10/25
6147,頎邦,摺疊手把露營鋼杯(改發統一商品卡50元),52.8,上櫃,3/26/25
3455,由田,統一商品卡50元,93.1,上櫃,4/23/25
3228,金麗科,全家禮物卡50元,134.5,上櫃,4/16/25
6231,系微,草本皂二入,211,上櫃,3/20/25
4109,加捷生醫,甲魚全沛全方位維他命一片,15.25,上櫃,3/20/25
3363,上詮,全家禮物卡35元,408,上櫃,3/20/25
3169,亞信,統一商品卡50元,93.1,上櫃,3/20/25
8437,大地-KY,全家禮物卡50元,17,上櫃,4/16/25
3546,宇峻,安妮兔抽取超細纖維萬用布10抽,79.5,上櫃,4/23/25
3323,加百裕,統一商品卡100元,39.9,上櫃,7/31/25
8489,三貝德,統一商品卡50元,40.2,上櫃,8/6/25
6684,安格,保溫袋1個,51.8,上櫃,4/16/25
6432,今展科,全家企業禮贈卡35元,35.5,上櫃,4/16/25
6163,華電網,三合一數據線,45.9,上櫃,4/17/25
6130,上亞科技,統一商品卡100元,47.25,上櫃,8/22/25
8431,匯鑽科,統一商品卡100元,54.8,上櫃,8/27/25
6684,安格,炫彩時尚杯一個,51.8,上櫃,9/10/25
4174,浩鼎,超商50元禮物卡,28.9,上櫃,9/17/25
4728,雙美,金屬旋轉摺疊手機支架,391,上櫃,9/25/25
6179,亞通,全家禮物卡100元,31.9,上櫃,10/22/25
6486,互動,全家禮物卡35元,79.7,上櫃,3/20/25
1570,力肯,超商商品卡 50元,31.55,上櫃,11/17/25
6494,九齊,統一商品卡50元,36.55,上櫃,3/19/25
4754,國碳科,酒精噴霧筆,38.55,上櫃,3/19/25
4543,萬在,安妮兔玻璃胖胖瓶,28.3,上櫃,3/20/25
4303,信立,【朝和生醫】愛視泌EX金盞草外泌體複方膠囊(全素)乙包,64.3,上櫃,3/20/25
6547,高端疫苗,7-11商品卡,38.3,上櫃,11/20/25
6241,易通展,精神旺盛 牛樟芝菌絲體x薑黃精粹飲(1入),11.7,上櫃,11/24/25
8096,擎亞,統一商品卡50元,51.7,上櫃,3/20/25
5536,聖暉*,統一商品卡50元,803,上櫃,3/19/25
6111,大宇資,全家禮物卡50元,44.6,上櫃,11/19/25
1591,駿吉-KY,全家便利商店禮物卡50元,49.9,上櫃,11/26/25
3666,光耀,統一商品卡50元,32.8,上櫃,12/19/24
4974,亞泰,統一商品卡50元,69.6,上櫃,3/26/25
4714,永捷,【朝和生醫】愛視泌EX金盞草外泌體複方膠囊(全素)乙包,17.2,上櫃,3/26/25
5011,久陽,甲魚全沛全方位維他命一片(10粒),10.4,上櫃,1/19/25
8171,天宇,統一商品卡35元,25.3,上櫃,2/10/25
6532,瑞耘,統一中杯美式咖啡卡,56,上櫃,3/19/25
6588,東典光電,宜睿好禮即享券100元,42.5,上櫃,2/17/25
4162,智擎,倍力莓,72.3,上櫃,3/20/25
1584,精剛,常健順暢益生菌(紀念品不足時得以等值商品替代),21.6,上櫃,3/19/25
4806,桂田文創,加捷-牛樟芝菌絲體精粹*1包,10,上櫃,2/12/25
5315,光聯,台灣米或等值物品,23.75,上櫃,3/18/25
6204,艾華,高露潔旅行組+好來旅行組,75.6,上櫃,3/19/25
5481,新華,統一商品卡35元,22.9,上櫃,2/13/25
6578,達邦蛋白,精釀咖啡隨身包,19,上櫃,3/19/25
8440,綠電,統一商品卡100元,24.6,上櫃,2/20/25
8074,鉅橡,防靜電高級電木梳1支,38,上櫃,2/25/25
6461,益得,微肌意識金潤面膜,14.9,上櫃,3/19/25
5202,力新,甲魚全沛全方位維他命一片,16.45,上櫃,3/19/25
5309,系統電,碗筷組,69.7,上櫃,3/6/25
3122,笙泉,統一商品卡35元,21.1,上櫃,3/19/25
8227,巨有科技,統一商品卡50元,158,上櫃,3/19/25
4121,優盛,佑全連鎖藥局50元禮物卡,15,上櫃,3/19/25
3276,宇環,統一商品卡50元,14.75,上櫃,3/5/25
3324,雙鴻,全家禮物卡50元,925,上櫃,3/13/25
3290,東浦,全家中杯美式咖啡卡,44.3,上櫃,3/13/25
4402,郡都開發,統一商品卡35元,19.25,上櫃,3/25/25
3163,波若威,統一商品卡50元,379.5,上櫃,3/13/25
6712,長聖,統一商品卡50元,166,上櫃,2/25/25
1602,太電,玻璃控油壼2入組,,公開發行,3/26/25
1408,中興紡織,內衣,,公開發行,4/23/25
3627,華信科,全家商品卡35元,,公開發行,4/23/25
6793,天力離岸,統一商品卡50元,,興櫃,4/24/25
6797,圓點奈米,統一中杯美式咖啡卡,,興櫃,4/15/25
6586,醣基,統一商品卡50元,,興櫃,4/23/25
6483,原創生醫,統一商品卡50元,,興櫃,4/15/25
6621,華宇藥,統一商品卡50元,,興櫃,4/16/25
6786,芯測,全家禮物卡100元,,興櫃,4/23/25
6810,新穎生醫,統一中杯美式咖啡卡,,興櫃,3/18/25
6886,遠東生技,"Apogen®愛保清藻精蛋白口含錠隨身包(10錠)及健康保養專屬優惠方案$2,500元",,興櫃,4/16/25
7769,鴻勁,超商商品卡100元,,興櫃,4/23/25
4195,基米,極限野營登山扣環一個,,興櫃,4/17/25
7719,碳基,統一商品卡50元,,興櫃,4/24/25
4172,因華,洗衣皂晶球,,興櫃,3/26/25
7516,清淨海,泰迪熊 精緻衣物手洗精 1000g乙瓶,,興櫃,4/9/25
6876,朗齊生醫*,全家禮物卡50元,,興櫃,4/28/25
4590,富田,盈涼有餘保冰袋1個,,興櫃,4/24/25
6618,永虹先進,統一商品卡50元,,興櫃,3/19/25
4132,國鼎,統一商品卡50元,,興櫃,4/9/25
6543,普惠醫工,統一商品卡50元,,興櫃,6/25/25
7566,亞果遊艇,墨鏡,,興櫃,4/16/25
6403,群登,全家禮物卡50元,,興櫃,3/31/25
8119,公信,統一商品卡35元,,興櫃,3/31/25
5262,立達,CC-7800B充電線,,興櫃,4/16/25
6549,景凱,廚房不銹鋼料理剪刀,,興櫃,4/9/25
6787,晶瑞光,保溫杯,,興櫃,3/31/25
7780,大研生醫,大研生醫股東專屬$680購物金(結帳滿990元即可使用),,興櫃,4/9/25
5863,瑞興銀,菱格紳士襪乙雙或其他等值紀念品,,興櫃,4/23/25
6620,漢達,統一商品卡50元,,興櫃,1/9/25
4150,優你康,全家禮物卡50元,,興櫃,3/26/25
6876,朗齊生醫*,全家禮物卡100元,,興櫃,12/9/24
7780,大研生醫,大研生醫股東專屬$680購物金(結帳滿990元即可使用),,興櫃,10/2/25